team_name,phase,count,success_rate,percent_of_total,count_percentile,success_rate_percentile,percent_of_total_percentile
Inter Miami,finishing,549,0.3384321223709369,0.0527174956788938,0.3,0.16666666666666666,0.36666666666666664
Inter Miami,high_transition,303,0.386986301369863,0.029095448434799307,0.4,0.8333333333333334,0.5333333333333333
Inter Miami,kickoff,170,0.6428571428571429,0.016324178989821393,1.0,0.9666666666666667,1.0
Inter Miami,long_goalkick,64,0.421875,0.0061455732667562895,0.18333333333333332,0.6,0.23333333333333334
Inter Miami,penalty,1,0.0,9.602458229306702e-05,0.034482758620689655,0.5172413793103449,0.034482758620689655
Inter Miami,possession_freekick,310,0.6950819672131148,0.029767620510850776,0.4,0.9333333333333333,0.7333333333333333
Inter Miami,possession_throw_in,325,0.5047318611987381,0.031207989245246783,0.03333333333333333,0.7666666666666667,0.1
Inter Miami,progression,1692,0.42672998643147897,0.1624735932398694,0.13333333333333333,0.23333333333333334,0.3333333333333333
Inter Miami,securing_possession,983,0.5419847328244275,0.09439216439408489,0.6833333333333333,0.3333333333333333,0.9666666666666667
Inter Miami,short_goalkick,163,0.5679012345679012,0.015652006913769924,0.7,0.7666666666666667,0.7666666666666667
LA Galaxy,accelerated_possession,361,0.4131054131054131,0.03519204523298888,0.16666666666666666,0.9333333333333333,0.43333333333333335
LA Galaxy,attacking_freekick,136,0.8195488721804511,0.013257945018522128,0.4666666666666667,0.5,0.7333333333333333
LA Galaxy,attacking_freekick_second_phase,35,0.42857142857142855,0.003411971144472607,0.4166666666666667,1.0,0.6333333333333333
LA Galaxy,attacking_throw_in,110,0.7727272727272727,0.010723337882628192,0.1,1.0,0.16666666666666666
LA Galaxy,buildup,1157,0.6377799415774099,0.11279001754728017,0.03333333333333333,0.7666666666666667,0.16666666666666666
LA Galaxy,corner,172,0.1686746987951807,0.01676740105283681,0.6,0.13333333333333333,0.8666666666666667
LA Galaxy,corner_second_phase,72,0.3611111111111111,0.007018912068629362,0.3,0.7333333333333333,0.4
LA Galaxy,counterattack,39,0.28205128205128205,0.0038019107038409048,0.3,0.06666666666666667,0.4
LA Galaxy,finishing,654,0.3727422003284072,0.0637551179567167,0.6666666666666666,0.5666666666666667,0.7333333333333333
LA Galaxy,high_transition,321,0.35691318327974275,0.031292649639305906,0.6,0.4666666666666667,0.8666666666666667
LA Galaxy,kickoff,105,0.5784313725490197,0.01023591343341782,0.35,0.7666666666666667,0.5
LA Galaxy,long_goalkick,87,0.4186046511627907,0.00848118541626048,0.48333333333333334,0.5333333333333333,0.5
LA Galaxy,penalty,4,0.0,0.0003899395593682979,0.29310344827586204,0.5172413793103449,0.3793103448275862
LA Galaxy,possession_freekick,258,0.6144578313253012,0.025151101579255215,0.03333333333333333,0.13333333333333333,0.13333333333333333
LA Galaxy,possession_throw_in,391,0.5278514588859416,0.03811659192825112,0.3333333333333333,0.8666666666666667,0.6
LA Galaxy,progression,1792,0.48376408217362493,0.17469292259699745,0.36666666666666664,0.8333333333333334,0.7333333333333333
LA Galaxy,securing_possession,875,0.5990279465370595,0.08529927861181517,0.16666666666666666,0.9666666666666667,0.5
LA Galaxy,short_goalkick,156,0.5612903225806452,0.015207642815363619,0.5166666666666667,0.7166666666666667,0.6666666666666666
LAFC,accelerated_possession,321,0.3548387096774194,0.029240298779376936,0.03333333333333333,0.3333333333333333,0.03333333333333333
LAFC,attacking_freekick,142,0.851063829787234,0.012934960830752414,0.6,0.7333333333333333,0.6333333333333333
LAFC,attacking_freekick_second_phase,43,0.27906976744186046,0.0039169247586081255,0.7833333333333333,0.6666666666666666,0.8
LAFC,attacking_throw_in,137,0.7226277372262774,0.0124795044634724,0.43333333333333335,0.7,0.43333333333333335
LAFC,buildup,1385,0.6115166261151662,0.12616141373656403,0.8333333333333334,0.4,0.8333333333333334
LAFC,corner,159,0.1910828025477707,0.014483512479504463,0.3333333333333333,0.36666666666666664,0.3333333333333333
LAFC,corner_second_phase,85,0.3333333333333333,0.007742758243760248,0.6833333333333333,0.6333333333333333,0.8
LAFC,counterattack,37,0.3888888888888889,0.003370377117872108,0.18333333333333332,0.4,0.23333333333333334
LAFC,finishing,580,0.32667876588021777,0.05283293860448169,0.4,0.03333333333333333,0.4
LAFC,high_transition,311,0.30033003300330036,0.028329386044816905,0.48333333333333334,0.03333333333333333,0.43333333333333335
LAFC,kickoff,138,0.5474452554744526,0.012570595736928402,0.8666666666666667,0.6,0.8333333333333334
LAFC,long_goalkick,102,0.46534653465346537,0.009291309892512298,0.6666666666666666,0.8,0.6666666666666666
LAFC,penalty,4,0.0,0.00036436509382401167,0.29310344827586204,0.5172413793103449,0.3103448275862069
LAFC,possession_freekick,314,0.6416938110749185,0.028602659865184916,0.5,0.4666666666666667,0.5
LAFC,possession_throw_in,428,0.46731234866828086,0.038987065039169246,0.65,0.3333333333333333,0.6333333333333333
LAFC,progression,1927,0.42945163277880466,0.1755328839497176,0.6666666666666666,0.3,0.7666666666666667
LAFC,securing_possession,901,0.5130641330166271,0.08207323738385863,0.26666666666666666,0.06666666666666667,0.26666666666666666
LAFC,short_goalkick,169,0.5688622754491018,0.015394425214064493,0.7666666666666667,0.8,0.7333333333333333
Minnesota United,accelerated_possession,388,0.3776595744680851,0.03254487502096964,0.43333333333333335,0.6333333333333333,0.1
Minnesota United,attacking_freekick,156,0.9155844155844156,0.013085052843482638,0.8333333333333334,1.0,0.6666666666666666
Minnesota United,attacking_freekick_second_phase,58,0.20689655172413793,0.00486495554437175,1.0,0.23333333333333334,0.9333333333333333
Minnesota United,attacking_throw_in,159,0.6455696202531646,0.013336688475088072,0.7166666666666667,0.16666666666666666,0.6333333333333333
Minnesota United,buildup,1211,0.6982193064667291,0.1015769166247274,0.06666666666666667,1.0,0.03333333333333333
