team_name,phase,count,success_rate,percent_of_total,success_rate_percentile,count_percentile,percent_of_total_percentile
Minnesota United,finishing,386,0.4119170984455959,0.03955728632916581,0.9666666666666667,0.03333333333333333,0.03333333333333333
Minnesota United,high_transition,248,0.3467741935483871,0.02541504406640705,0.3,0.06666666666666667,0.1
Minnesota United,kickoff,94,0.46808510638297873,0.009633121541299446,0.13333333333333333,0.13333333333333333,0.23333333333333334
Minnesota United,long_goalkick,112,0.5535714285714286,0.011477761836441894,1.0,0.7666666666666667,0.8
Minnesota United,penalty,4,0.0,0.0004099200655872105,0.5166666666666667,0.38333333333333336,0.5
Minnesota United,possession_freekick,144,0.5625,0.014757122361139578,0.03333333333333333,0.03333333333333333,0.03333333333333333
Minnesota United,possession_throw_in,330,0.4696969696969697,0.033818405410944864,0.26666666666666666,0.03333333333333333,0.03333333333333333
Minnesota United,progression,1209,0.41025641025641024,0.12389833982373437,0.1,0.03333333333333333,0.03333333333333333
Minnesota United,securing_possession,860,0.5372093023255814,0.08813281410125026,0.2,0.5,0.9
Minnesota United,short_goalkick,169,0.5502958579881657,0.017319122771059643,0.6,0.5666666666666667,0.7666666666666667
Nashville SC,accelerated_possession,406,0.37192118226600984,0.039815632048641754,0.6333333333333333,0.6833333333333333,0.7666666666666667
Nashville SC,attacking_freekick,93,0.8064516129032258,0.009120329508679022,0.3333333333333333,0.06666666666666667,0.06666666666666667
Nashville SC,attacking_freekick_second_phase,21,0.047619047619047616,0.002059429243895263,0.03333333333333333,0.03333333333333333,0.03333333333333333
Nashville SC,attacking_throw_in,177,0.6666666666666666,0.017358046484260075,0.4,0.9,0.9333333333333333
Nashville SC,buildup,1229,0.628966639544345,0.12052564479748946,0.6666666666666666,0.7,0.8666666666666667
Nashville SC,corner,182,0.2967032967032967,0.017848386780425614,1.0,0.8666666666666667,0.9
Nashville SC,corner_second_phase,75,0.25333333333333335,0.0073551044424830835,0.1,0.4166666666666667,0.5
Nashville SC,counterattack,40,0.4,0.003922722369324311,0.5166666666666667,0.36666666666666664,0.3333333333333333
Nashville SC,finishing,523,0.35372848948374763,0.051289594978915366,0.36666666666666664,0.26666666666666666,0.3
Nashville SC,high_transition,277,0.33574007220216606,0.027164852407570855,0.23333333333333334,0.3,0.3
Nashville SC,kickoff,97,0.5360824742268041,0.009512601745611454,0.4666666666666667,0.16666666666666666,0.16666666666666666
Nashville SC,long_goalkick,54,0.3148148148148148,0.00529567519858782,0.1,0.16666666666666666,0.2
Nashville SC,penalty,10,0.0,0.0009806805923310777,0.5166666666666667,0.9333333333333333,0.9333333333333333
Nashville SC,possession_freekick,280,0.6964285714285714,0.02745905658527018,0.8666666666666667,0.2,0.3
Nashville SC,possession_throw_in,433,0.5288683602771362,0.04246346964793567,0.9,0.7666666666666667,0.8666666666666667
Nashville SC,progression,1540,0.4344155844155844,0.15102481121898598,0.26666666666666666,0.4,0.5
Nashville SC,securing_possession,803,0.547945205479452,0.07874865156418555,0.36666666666666664,0.1,0.16666666666666666
Nashville SC,short_goalkick,175,0.4742857142857143,0.01716191036579386,0.1,0.65,0.7333333333333333
New England Revolution,accelerated_possession,393,0.37150127226463103,0.036911806142575374,0.6,0.5333333333333333,0.4666666666666667
New England Revolution,attacking_freekick,119,0.773109243697479,0.011176857330703484,0.1,0.35,0.3
New England Revolution,attacking_freekick_second_phase,27,0.25925925925925924,0.00253592561284869,0.43333333333333335,0.13333333333333333,0.13333333333333333
New England Revolution,attacking_throw_in,136,0.5808823529411765,0.012773551235089697,0.13333333333333333,0.5833333333333334,0.4666666666666667
New England Revolution,buildup,1242,0.6006441223832528,0.11665257819103973,0.3333333333333333,0.8,0.7333333333333333
New England Revolution,corner,170,0.17647058823529413,0.01596693904386212,0.23333333333333334,0.7,0.7
New England Revolution,corner_second_phase,75,0.3466666666666667,0.0070442378134685825,0.6666666666666666,0.4166666666666667,0.3333333333333333
New England Revolution,counterattack,47,0.3191489361702128,0.004414389029773645,0.06666666666666667,0.6833333333333333,0.6666666666666666
New England Revolution,finishing,615,0.33658536585365856,0.057762750070442376,0.13333333333333333,0.6333333333333333,0.6333333333333333
New England Revolution,high_transition,293,0.40955631399317405,0.027519489057950597,0.9666666666666667,0.45,0.4
New England Revolution,kickoff,109,0.4954128440366973,0.010237625622241007,0.2833333333333333,0.31666666666666665,0.3333333333333333
New England Revolution,long_goalkick,146,0.410958904109589,0.013712782943552174,0.5666666666666667,0.8666666666666667,0.8666666666666667
New England Revolution,penalty,5,0.0,0.00046961585423123885,0.5166666666666667,0.6166666666666667,0.6
New England Revolution,possession_freekick,342,0.5964912280701754,0.032121724429416736,0.1,0.7666666666666667,0.7666666666666667
New England Revolution,possession_throw_in,406,0.39901477832512317,0.0381328073635766,0.03333333333333333,0.5333333333333333,0.3333333333333333
New England Revolution,progression,1560,0.45705128205128204,0.14652014652014653,0.6666666666666666,0.43333333333333335,0.43333333333333335
New England Revolution,securing_possession,858,0.5372960372960373,0.08058608058608059,0.23333333333333334,0.4666666666666667,0.26666666666666666
New England Revolution,short_goalkick,144,0.4861111111111111,0.013524936601859678,0.16666666666666666,0.38333333333333336,0.3333333333333333
New York City FC,accelerated_possession,446,0.3654708520179372,0.04008628437893223,0.43333333333333335,0.9,0.8
New York City FC,attacking_freekick,112,0.8214285714285714,0.010066510875426928,0.5,0.2,0.2
New York City FC,attacking_freekick_second_phase,23,0.21739130434782608,0.0020672299119180297,0.36666666666666664,0.06666666666666667,0.06666666666666667
New York City FC,attacking_throw_in,176,0.6306818181818182,0.015818802804242315,0.26666666666666666,0.8666666666666667,0.8666666666666667
New York City FC,buildup,1271,0.6317859952793077,0.11423692252381808,0.7,0.9,0.5333333333333333
New York City FC,corner,171,0.1871345029239766,0.015369404997303613,0.36666666666666664,0.7666666666666667,0.4666666666666667
New York City FC,corner_second_phase,82,0.32926829268292684,0.007370124033794715,0.5333333333333333,0.6666666666666666,0.5333333333333333
New York City FC,counterattack,56,0.35714285714285715,0.005033255437713464,0.3,0.8833333333333333,0.8666666666666667
New York City FC,finishing,592,0.34797297297297297,0.053208700341542334,0.26666666666666666,0.5333333333333333,0.4666666666666667
New York City FC,high_transition,301,0.3687707641196013,0.027053747977709867,0.7333333333333333,0.5333333333333333,0.26666666666666666
New York City FC,kickoff,113,0.46017699115044247,0.010156390436814669,0.1,0.43333333333333335,0.3
New York City FC,long_goalkick,61,0.29508196721311475,0.005482653244652166,0.06666666666666667,0.25,0.23333333333333334
New York City FC,penalty,7,0.0,0.000629156929714183,0.5166666666666667,0.8166666666666667,0.8
New York City FC,possession_freekick,284,0.6161971830985915,0.02552579543411828,0.26666666666666666,0.26666666666666666,0.13333333333333333
New York City FC,possession_throw_in,484,0.4896694214876033,0.043501707711666365,0.5,0.9333333333333333,0.9333333333333333
New York City FC,progression,1740,0.4482758620689655,0.15639043681466835,0.4666666666666667,0.9,0.7666666666666667
New York City FC,securing_possession,976,0.5645491803278688,0.08772245191443466,0.7333333333333333,0.9,0.8666666666666667
New York City FC,short_goalkick,177,0.4971751412429379,0.015908682365630054,0.26666666666666666,0.7666666666666667,0.5333333333333333
New York Red Bulls,accelerated_possession,325,0.36615384615384616,0.029266096352994146,0.4666666666666667,0.2,0.1
New York Red Bulls,attacking_freekick,131,0.816793893129771,0.01179648806843764,0.4666666666666667,0.5666666666666667,0.4666666666666667
New York Red Bulls,attacking_freekick_second_phase,31,0.3548387096774194,0.0027915353444394417,0.9166666666666666,0.36666666666666664,0.3333333333333333
New York Red Bulls,attacking_throw_in,163,0.7791411042944786,0.014678072940117064,0.8666666666666667,0.8333333333333334,0.8
New York Red Bulls,buildup,1158,0.6096718480138169,0.10427735254389914,0.43333333333333335,0.4,0.13333333333333333
New York Red Bulls,corner,141,0.15602836879432624,0.012696983340837461,0.13333333333333333,0.15,0.06666666666666667
New York Red Bulls,corner_second_phase,67,0.3283582089552239,0.006033318325078793,0.5,0.26666666666666666,0.1
New York Red Bulls,counterattack,47,0.425531914893617,0.004232327780279154,0.7,0.6833333333333333,0.5666666666666667
New York Red Bulls,finishing,627,0.3269537480063796,0.056461053579468706,0.06666666666666667,0.6666666666666666,0.6
New York Red Bulls,high_transition,365,0.3232876712328767,0.03286807744259343,0.16666666666666666,0.9333333333333333,0.9333333333333333
New York Red Bulls,kickoff,119,0.5546218487394958,0.010715893741557857,0.6,0.6333333333333333,0.4
New York Red Bulls,long_goalkick,93,0.4731182795698925,0.008374606033318325,0.8666666666666667,0.6333333333333333,0.6
New York Red Bulls,penalty,8,0.0,0.0007203962179198559,0.5166666666666667,0.8666666666666667,0.8666666666666667
New York Red Bulls,possession_freekick,287,0.627177700348432,0.02584421431787483,0.36666666666666664,0.3,0.2
New York Red Bulls,possession_throw_in,443,0.5756207674943566,0.039891940567312024,0.9666666666666667,0.8666666666666667,0.6333333333333333
New York Red Bulls,progression,1717,0.4222481071636575,0.15461503827104908,0.16666666666666666,0.8666666666666667,0.6666666666666666
New York Red Bulls,securing_possession,984,0.5355691056910569,0.08860873480414228,0.16666666666666666,0.9666666666666667,0.9666666666666667
New York Red Bulls,short_goalkick,111,0.5855855855855856,0.009995497523638,0.8666666666666667,0.13333333333333333,0.13333333333333333
Orlando City,accelerated_possession,407,0.4201474201474201,0.039346481051817477,0.9333333333333333,0.7333333333333333,0.7333333333333333
